,0,1,2,3,4
0,0.1,0.0,1.0,2.221,-1.221
1,0.2,0.0,1.0,3.066,-2.066
2,0.3,0.0,1.0,4.098,-3.098
3,0.4,0.0,1.0,4.98,-3.98
4,0.5,0.0,1.0,5.415,-4.415
5,0.6,0.0,1.0,5.433,-4.433
