,0,1,2,3,4
0,0.1,0.0,1.0,3.726,-2.726
1,0.2,0.0,1.0,4.986,-3.986
2,0.3,0.0,1.0,6.625,-5.625
3,0.4,0.0,1.0,8.022,-7.022
4,0.5,0.0,1.0,8.676,-7.676
5,0.6,0.0,1.0,8.694,-7.694
