,0,1,2,3,4
0,0.1,0.0,1.0,160.22,-159.22
1,0.2,0.0,1.0,160.22,-159.22
2,0.3,0.0,1.0,160.22,-159.22
3,0.4,0.0,1.0,160.22,-159.22
4,0.5,0.0,1.0,160.22,-159.22
5,0.6,0.0,1.0,160.22,-159.22
