,0,1,2,3,4
0,0.0,0.0,1.0,0.73,0.27
1,0.1,0.0,1.0,0.743,0.257
2,0.2,0.0,1.0,1.005,-0.005
3,0.3,0.0,1.0,1.454,-0.454
4,0.4,0.0,1.0,1.933,-0.933
5,0.5,0.0,1.0,2.193,-1.193
