,0,1,2,3,4
0,0.0,0.0,1.0,4.482,-3.482
1,0.1,0.0,1.0,4.482,-3.482
2,0.2,0.0,1.0,5.241,-4.241
3,0.3,0.0,1.0,7.428,-6.428
4,0.4,0.0,1.0,9.803,-8.803
5,0.5,0.0,1.0,10.989,-9.989
