,0,1,2,3,4
0,0.0,0.0,1.0,10.382,-9.382
1,0.1,0.0,1.0,10.382,-9.382
2,0.2,0.0,1.0,11.121,-10.121
3,0.3,0.0,1.0,15.276,-14.276
4,0.4,0.0,1.0,19.933,-18.933
5,0.5,0.0,1.0,22.003,-21.003
