,0,1,2,3,4
0,0.0,3.48,0.996,0.0,0.996
1,0.1,3.5700000000000003,0.983,0.155,0.828
2,0.2,3.43,0.93,3.002,-2.072
3,0.3,2.84,0.951,6.497,-5.546
4,0.4,2.84,0.951,6.497,-5.546
5,0.5,2.84,0.951,6.497,-5.546
6,0.6,2.84,0.951,6.497,-5.546
